t;k;z;done;failed
121.14535829490535;2;1;56;60
121.31973956317961;2;1;56;61
122.20526723391349;1;0;57;61
122.41833099792298;2;1;57;61
122.80414360205202;1;0;58;61
122.98547358712368;2;1;58;61
123.57697912938559;2;1;58;62
123.69959686155084;2;1;58;63
125.01364669714918;1;0;59;63
125.10987955410589;2;1;59;63
125.1513518448382;2;1;59;64
125.97607968902727;2;1;59;65
126.2789348365821;2;1;59;66
126.79006479325746;2;1;59;67
127.89643351554493;1;0;60;67
128.16236315619682;2;1;60;67
128.29712882237772;1;0;61;67
128.54731010606145;2;1;61;67
128.73762761066817;2;1;61;68
130.21378332561892;2;1;61;69
130.72485240200356;2;1;61;70
130.82568839163918;2;1;61;71
130.9060942949308;1;0;62;71
131.0626591519723;2;1;62;71
131.1679576009777;2;1;62;72
131.26420645222737;1;0;63;72
131.66569057303357;2;1;63;72
132.3787070813458;2;1;63;73
132.5785105199475;1;0;64;73
132.9825711914582;2;1;64;73
133.32363858902005;2;1;64;74
134.02262657404634;2;1;64;75
134.04803765730725;2;1;64;76
135.03871338609105;2;1;64;77
135.19229088488186;2;1;64;78
136.12231919273606;2;1;64;79
136.7236466998418;1;0;65;79
137.03079488949018;2;1;65;79
137.4022307596922;2;1;65;80
137.6912749292701;1;0;66;80
137.98693751712628;2;1;66;80
139.05459522108478;1;0;67;80
139.74576024044075;2;1;67;80
140.6323577805509;1;0;68;80
141.85514439345528;2;1;68;80
142.50997712994447;2;1;68;81
143.76874341366258;2;1;68;82
144.0086335655009;1;0;69;82
144.2214359213143;2;1;69;82
144.65900299332543;2;1;69;83
145.08707656973195;1;0;70;83
145.4469032586096;2;1;70;83
145.72068933487378;2;1;70;84
146.26367721275605;2;1;70;85
146.99786042710932;1;0;71;85
147.13992099327712;2;1;71;85
147.72268556779017;2;1;71;86
148.15949856617576;2;1;71;87
148.99979077302189;1;0;72;87
149.14250271013668;2;1;72;87
149.25868059095728;1;0;73;87
149.58661810728282;2;1;73;87
150.21631436295382;1;0;74;87
151.55318188235995;2;1;74;87
152.1639065410359;2;1;74;88
153.32877615984293;2;1;74;89
158.9742694740094;1;0;75;89
159.0052693677696;2;1;75;89
159.2708754885222;2;1;75;90
159.70278394169662;2;1;75;91
159.940590476704;2;1;75;92
159.9747600354635;2;1;75;93
161.38694141340164;2;1;75;94
161.8575919302585;2;1;75;95
162.1790349269212;2;1;75;96
162.4603460677068;2;1;75;97
163.00309243151625;1;0;76;97
163.4068229338122;2;1;76;97
163.50860292629406;2;1;76;98
164.43019902111837;1;0;77;98
164.51404382009076;2;1;77;98
164.97480166985594;2;1;77;99
164.98739626567058;2;1;77;100
165.4824228263706;2;1;77;101
167.2378479190616;1;0;78;101
168.2109056653476;2;1;78;101
169.18157424041362;1;0;79;101
170.23094767496133;2;1;79;101
170.6699439711538;1;0;80;101
170.7305269708022;2;1;80;101
171.94652223657621;1;0;81;101
173.15299976731268;2;1;81;101
176.9637377750468;1;0;82;101
178.46229143462395;2;1;82;101
179.22931908868432;2;1;82;102
180.89670354057384;2;1;82;103
181.047065207007;2;1;82;104
182.98942362329564;1;0;83;104
183.05180886964604;2;1;83;104
183.07317852385316;1;0;84;104
183.54487376531415;2;1;84;104
183.65834791574613;1;0;85;104
183.82059563155016;2;1;85;104
183.83914946431696;2;1;85;105
183.88049082461583;1;0;86;105
184.73096588058286;2;1;86;105
186.24930202460226;2;1;86;106
186.7179708639044;2;1;86;107
187.7791297608235;1;0;87;107
188.5133328177248;2;1;87;107
192.07314121130133;1;0;88;107
192.5300185524582;2;1;88;107
192.90877256569001;2;1;88;108
193.32722679611948;1;0;89;108
194.4218786835715;2;1;89;108
197.72353780200933;1;0;90;108
199.58863393598688;2;1;90;108
200.83044059755386;1;0;91;108
202.21059935210334;2;1;91;108
202.2489199282042;2;1;91;109
203.87739994760494;1;0;92;109
204.6813994583036;2;1;92;109
204.88373293965122;1;0;93;109
204.99803432009503;2;1;93;109
206.25540081128696;1;0;94;109
206.5049452649474;2;1;94;109
206.73031802093413;2;1;94;110
206.74634701565878;1;0;95;110
206.771305936303;2;1;95;110
207.17467887825686;2;1;95;111
207.1838026445708;2;1;95;112
207.75132577119464;1;0;96;112
209.99968701358142;2;1;96;112
211.3897297990877;1;0;97;112
211.39449938595752;2;1;97;112
212.6111133624681;1;0;98;112
213.33426605731745;2;1;98;112
215.2552633702939;1;0;99;112
217.02815976367802;2;1;99;112
217.03846170721994;2;1;99;113
217.90944343500226;1;0;100;113
218.0714858985073;2;1;100;113
218.25878099797964;1;0;101;113
218.29260843271587;2;1;101;113
219.82432538505003;2;1;101;114
219.92668563756501;2;1;101;115
220.15725527006492;2;1;101;116
220.36969792610142;1;0;102;116
220.5953788188926;2;1;102;116
221.2855542290634;2;1;102;117
221.48484273174648;2;1;102;118
223.08575420169487;1;0;103;118
223.48637408935127;2;1;103;118
223.8609746750589;2;1;103;119
224.52664675927443;1;0;104;119
224.78496553611504;2;1;104;119
228.68758957559712;2;1;104;120
228.85099991351592;1;0;105;120
228.91947031663796;2;1;105;120
229.16584844135664;2;1;105;121
229.3856756924899;2;1;105;122
229.63500795956682;2;1;105;123
229.89403463786618;2;1;105;124
230.13644841303443;2;1;105;125
230.9715079394642;2;1;105;126
231.282048219319;2;1;105;127
231.46143236877307;1;0;106;127
232.11074622041895;2;1;106;127
232.95649136028902;2;1;106;128
233.29923693073647;2;1;106;129
233.55257958374156;1;0;107;129
233.7192287413132;2;1;107;129
235.32461099531747;2;1;107;130
236.18292239183137;1;0;108;130
236.19352829650612;2;1;108;130
237.14379375216677;2;1;108;131
239.09405362534855;2;1;108;132
239.82158900520008;2;1;108;133
240.36542365856508;2;1;108;134
241.89372564751005;2;1;108;135
242.62172176837237;2;1;108;136
242.686824310281;1;0;109;136
243.73493933890543;2;1;109;136
243.91865310036593;2;1;109;137
244.3841125312104;1;0;110;137
244.8220590973599;2;1;110;137
246.1660002519593;1;0;111;137
246.36663777712437;2;1;111;137
247.48904522719326;1;0;112;137
247.5250509493639;2;1;112;137
247.71837035062845;2;1;112;138
248.79927783946445;1;0;113;138
248.95494072176453;2;1;113;138
251.24394467474812;1;0;114;138
251.98701112890393;2;1;114;138
252.1982634885233;2;1;114;139
252.41405675388987;2;1;114;140
252.92521910036083;1;0;115;140
254.20002099109328;2;1;115;140
254.27970907596745;1;0;116;140
255.13823659171032;2;1;116;140
255.21531685529942;1;0;117;140
256.57573277417356;2;1;117;140
257.3984509461419;2;1;117;141
258.0750773008773;2;1;117;142
258.50052767261303;1;0;118;142
259.0002756004336;2;1;118;142
259.1072170722171;1;0;119;142
259.45284892872326;2;1;119;142
259.6194199790011;1;0;120;142
260.7127552105684;2;1;120;142
260.7936400581955;1;0;121;142
260.8618449040884;2;1;121;142
260.94559621701933;2;1;121;143
261.1349125569892;1;0;122;143
261.16839798471096;2;1;122;143
261.80583104893896;2;1;122;144
262.83590411626676;1;0;123;144
263.4173370013105;2;1;123;144
264.5461973900364;2;1;123;145
264.94479235768574;1;0;124;145
264.952070950333;2;1;124;145
266.0379631290931;1;0;125;145
266.06723533035984;2;1;125;145
266.59650246471824;1;0;126;145
267.46344285719283;2;1;126;145
269.1746931296743;1;0;127;145
269.9971603763544;2;1;127;145
270.4181988896294;2;1;127;146
272.30507020625953;2;1;127;147
273.83797610153533;1;0;128;147
274.4967506112549;2;1;128;147
274.92412776698325;1;0;129;147
275.333451445169;2;1;129;147
276.1983382333515;1;0;130;147
276.77309834098224;2;1;130;147
276.9346224599385;2;1;130;148
277.6074700249497;2;1;130;149
283.2046009669045;1;0;131;149
283.36000629149413;2;1;131;149
283.3624934206806;2;1;131;150
283.6677228670356;1;0;132;150
284.534466551097;2;1;132;150
285.4853882065995;2;1;132;151
287.20739882567506;1;0;133;151
287.69641659245127;2;1;133;151
288.98765068805164;1;0;134;151
289.17227869454405;2;1;134;151
290.65993657291267;2;1;134;152
291.0381571843677;2;1;134;153
291.2780051850606;1;0;135;153
291.33779797931203;2;1;135;153
292.8047837510881;1;0;136;153
293.3671360473391;2;1;136;153
293.6604649907689;2;1;136;154
294.685415381161;1;0;137;154
294.8596075928487;2;1;137;154
295.5728826212786;2;1;137;155
301.08218386092005;1;0;138;155
301.5536362169004;2;1;138;155
302.0556670486079;1;0;139;155
302.430814879497;2;1;139;155
302.6619016041146;2;1;139;156
303.60926436528484;1;0;140;156
303.9295046017848;2;1;140;156
304.2577345575081;2;1;140;157
305.2955756796672;1;0;141;157
306.30218511961107;2;1;141;157
307.3669174434032;2;1;141;158
307.61561342073475;2;1;141;159
307.9294590638937;2;1;141;160
308.1204328304527;2;1;141;161
309.52947100863196;1;0;142;161
309.74100139584596;2;1;142;161
310.335782278992;1;0;143;161
310.3856774129837;2;1;143;161
310.59338771271996;1;0;144;161
311.0427000708873;2;1;144;161
312.11607301424976;1;0;145;161
312.1882933262937;2;1;145;161
312.3448783691435;2;1;145;162
314.24963828644775;1;0;146;162
314.9386055027212;2;1;146;162
315.0519766331295;1;0;147;162
316.2433587903621;2;1;147;162
319.08429699318077;1;0;148;162
319.220482656927;2;1;148;162
319.2536261945631;2;1;148;163
319.28650186835705;2;1;148;164
321.07830133962443;1;0;149;164
321.8204412511654;2;1;149;164
321.85717805114047;2;1;149;165
324.06186584907283;1;0;150;165
325.73571981316985;2;1;150;165
325.8408109487675;1;0;151;165
326.0930765567897;2;1;151;165
326.2213603221062;1;0;152;165
326.4464255452221;2;1;152;165
327.98999312222173;2;1;152;166
329.08016013164564;1;0;153;166
330.2989610007442;2;1;153;166
330.3217232503184;2;1;153;167
331.32123915719546;2;1;153;168
332.612882465855;1;0;154;168
332.72560433942476;2;1;154;168
333.25620945664866;1;0;155;168
333.5046934273365;2;1;155;168
333.5890168634719;1;0;156;168
334.66504117455884;2;1;156;168
334.90636979475715;1;0;157;168
335.50654270799424;2;1;157;168
335.845131503577;2;1;157;169
337.1686846839189;1;0;158;169
337.4250667306131;2;1;158;169
337.82457655771884;2;1;158;170
339.0569407218698;2;1;158;171
340.3626268547172;2;1;158;172
341.0135496170592;1;0;159;172
342.1054056799781;2;1;159;172
342.33073108646;1;0;160;172
343.50331780918987;2;1;160;172
343.6174022584199;2;1;160;173
344.0227290771538;1;0;161;173
345.21542737239264;2;1;161;173
345.5479865375515;1;0;162;173
345.7128901250116;2;1;162;173
346.4704299584279;2;1;162;174
347.402493612382;1;0;163;174
348.6034152756669;2;1;163;174
350.75746037213145;1;0;164;174
350.93700800204266;2;1;164;174
351.60147359512825;1;0;165;174
352.3164437405526;2;1;165;174
352.81977736139396;1;0;166;174
353.7120083790416;2;1;166;174
353.91082628312193;1;0;167;174
354.9181523301507;2;1;167;174
355.57238745461615;2;1;167;175
356.5281783049363;1;0;168;175
356.6101020367018;2;1;168;175
356.96981817458385;2;1;168;176
358.1887103939391;1;0;169;176
359.4611486830197;2;1;169;176
359.78235021829215;1;0;170;176
359.8025503011065;2;1;170;176
361.26805818439834;1;0;171;176
361.4475178790299;2;1;171;176
361.70485249641234;1;0;172;176
361.7625313927075;2;1;172;176
361.9493825932182;2;1;172;177
363.9438605918925;2;1;172;178
365.0325472077756;1;0;173;178
365.4550702839726;2;1;173;178
365.85690442588657;2;1;173;179
366.3887850223875;2;1;173;180
366.67836729217333;2;1;173;181
366.91065689694443;2;1;173;182
368.9670775268941;1;0;174;182
369.1031105763306;2;1;174;182
370.4189887877669;1;0;175;182
370.4517905521662;2;1;175;182
372.4302265209028;1;0;176;182
372.73535362571374;2;1;176;182
373.36393969578063;1;0;177;182
373.368423203183;2;1;177;182
374.3254943126032;1;0;178;182
374.8651918022315;2;1;178;182
375.094696019625;2;1;178;183
375.1771034128668;2;1;178;184
375.82907592741634;2;1;178;185
378.13247888857705;2;1;178;186
378.3895140139667;2;1;178;187
378.4569324374021;2;1;178;188
378.53784970679754;2;1;178;189
378.91645894183824;2;1;178;190
379.71655601855275;2;1;178;191
380.32492702936037;2;1;178;192
380.66593094405164;1;0;179;192
381.93777920459706;2;1;179;192
382.3295021664739;1;0;180;192
382.7080711616852;2;1;180;192
382.9561077103407;2;1;180;193
384.36877939529626;2;1;180;194
384.45765671480603;2;1;180;195
385.01619601317145;1;0;181;195
385.9699600146746;2;1;181;195
386.0522776386234;2;1;181;196
386.07492590203935;2;1;181;197
386.71750760378706;1;0;182;197
387.1188133295988;2;1;182;197
387.40548738238084;1;0;183;197
387.73265377317546;2;1;183;197
388.3041620183673;2;1;183;198
388.6660164889483;1;0;184;198
389.07422040811076;2;1;184;198
389.09563560912727;2;1;184;199
390.59795907312724;1;0;185;199
391.5919427607471;2;1;185;199
392.6687666254142;1;0;186;199
394.32878063226195;2;1;186;199
394.95557623507193;2;1;186;200
395.7998242203652;1;0;187;200
396.2013289272573;2;1;187;200
397.2443084950808;1;0;188;200
397.7540538432562;2;1;188;200
400.3220741763081;1;0;189;200
401.33275119649016;2;1;189;200
401.4872555911305;2;1;189;201
402.3448064872548;2;1;189;202
406.9102830384757;1;0;190;202
408.3946526420509;2;1;190;202
408.84366906216763;2;1;190;203
409.134412575112;1;0;191;203
409.3822607954164;2;1;191;203
409.774211213379;2;1;191;204
410.0511366298152;2;1;191;205
410.49221949186443;2;1;191;206
411.82702642538015;2;1;191;207
411.9841356869947;1;0;192;207
412.8045977948364;2;1;192;207
413.06036208224367;2;1;192;208
414.1915353668873;1;0;193;208
415.0102254411179;2;1;193;208
415.4084423548274;1;0;194;208
416.38812098649913;2;1;194;208
417.1039851689005;1;0;195;208
417.2830053030854;2;1;195;208
417.4232010354249;1;0;196;208
419.06644737913655;2;1;196;208
419.1102698561632;1;0;197;208
419.1842393447122;2;1;197;208
419.6285159600815;1;0;198;208
419.660976068013;2;1;198;208
421.86929270774925;1;0;199;208
423.0401894896696;2;1;199;208
423.162644051547;2;1;199;209
423.7124301587585;2;1;199;210
423.8913843755379;2;1;199;211
424.83604677929105;2;1;199;212
424.934355092454;2;1;199;213
425.3330023902419;2;1;199;214
426.0598296730354;2;1;199;215
426.74535346263616;1;0;200;215
427.56556521058417;2;1;200;215
428.12065006216835;2;1;200;216
428.2633143236049;2;1;200;217
428.8008698101892;2;1;200;218
429.57830367347947;1;0;201;218
430.97091941280604;2;1;201;218
431.21855580610173;2;1;201;219
431.6310242716623;2;1;201;220
431.7395394575871;2;1;201;221
434.0239107024496;2;1;201;222
434.8428787210953;2;1;201;223
435.7985122183796;1;0;202;223
435.8622329278278;2;1;202;223
435.9527593534758;1;0;203;223
435.9560348472679;2;1;203;223
436.3792708348953;2;1;203;224
437.72031490796235;1;0;204;224
438.02587832111305;2;1;204;224
439.3420590897119;1;0;205;224
439.7431521553846;2;1;205;224
439.94659402343797;1;0;206;224
440.68705676148994;2;1;206;224
441.0342862387906;2;1;206;225
441.7439356222852;2;1;206;226
444.67303967269703;1;0;207;226
445.744078720938;2;1;207;226
446.19526184557407;2;1;207;227
446.64994303028067;1;0;208;227
449.1837555916773;2;1;208;227
450.04069122460174;2;1;208;228
450.6352137417203;2;1;208;229
450.7279036696419;1;0;209;229
451.06745419901915;2;1;209;229
451.29511701319376;2;1;209;230
451.45195047227077;2;1;209;231
452.38823744034966;2;1;209;232
453.0348119972309;2;1;209;233
453.4754380590153;2;1;209;234
453.9038653338355;2;1;209;235
455.88970710010346;1;0;210;235
456.1000464843523;2;1;210;235
459.29748472613994;1;0;211;235
459.3709746161581;2;1;211;235
460.5675649870106;1;0;212;235
461.1907766677949;2;1;212;235
462.476146891911;2;1;212;236
463.9985905686409;1;0;213;236
464.48608908442236;2;1;213;236
467.33246828855073;1;0;214;236
467.5887909855983;2;1;214;236
467.91994911398314;1;0;215;236
468.5242150655529;2;1;215;236
469.03840527421283;2;1;215;237
469.37863326886367;2;1;215;238
470.8678294870886;2;1;215;239
475.159376784656;1;0;216;239
475.30331847994967;2;1;216;239
475.60859557153094;1;0;217;239
475.6241293252111;2;1;217;239
475.668074954532;2;1;217;240
475.7001935226851;2;1;217;241
476.92266156030576;2;1;217;242
478.23940318971665;1;0;218;242
479.4661445084763;2;1;218;242
479.7218292761298;1;0;219;242
479.97805702106876;2;1;219;242
479.9807964476216;1;0;220;242
480.38156032227823;2;1;220;242
481.61710694939916;1;0;221;242
482.4809046411499;2;1;221;242
482.515368900529;2;1;221;243
484.3724020228839;2;1;221;244
485.64503396991205;2;1;221;245
486.60419545166644;1;0;222;245
486.8126717785475;2;1;222;245
486.9726748123858;2;1;222;246
487.55060610091397;2;1;222;247
488.14951776499873;2;1;222;248
489.75909594401867;1;0;223;248
491.0285875656101;2;1;223;248
491.76478913560425;1;0;224;248
492.1574262710503;2;1;224;248
492.42095767671617;1;0;225;248
492.87817595705496;2;1;225;248
493.0029739851569;2;1;225;249
494.5351027973005;1;0;226;249
494.5773126147657;2;1;226;249
495.0324008925108;1;0;227;249
495.07399287463096;2;1;227;249
495.39466340645936;2;1;227;250
495.57309044036;2;1;227;251
495.8960024930131;2;1;227;252
495.9506271670362;1;0;228;252
496.44408116196814;2;1;228;252
496.5294511409275;1;0;229;252
496.8005653620415;2;1;229;252
497.47690522351087;1;0;230;252
498.63143661491716;2;1;230;252
498.997613200515;2;1;230;253
499.01372120071665;1;0;231;253
499.0456500749403;2;1;231;253
499.08030472738517;2;1;231;254
499.5249190110503;1;0;232;254
499.6902180663459;2;1;232;254
499.884370800159;2;1;232;255
500.488183008338;2;1;232;256
500.61365955123927;2;1;232;257
501.03740419098375;1;0;233;257
501.9044538826322;2;1;233;257
502.69375324701565;1;0;234;257
503.95658148995557;2;1;234;257
506.0690542843742;1;0;235;257
506.5983817577699;2;1;235;257
506.8333609012841;2;1;235;258
507.00052664041584;2;1;235;259
507.0803620826447;1;0;236;259
507.55703842470996;2;1;236;259
508.23768043405784;1;0;237;259
508.977219037698;2;1;237;259
513.9274521716444;1;0;238;259
514.2415744451955;2;1;238;259
516.1571937915512;1;0;239;259
516.3061443239116;2;1;239;259
516.5668287365608;1;0;240;259
516.764624339527;2;1;240;259
516.7939726452684;2;1;240;260
518.1929225305807;1;0;241;260
519.9643867041851;2;1;241;260
523.4601654321577;1;0;242;260
524.5031844089852;2;1;242;260
525.9502663247122;2;1;242;261
527.7103165573785;1;0;243;261
527.7420937023627;2;1;243;261
528.8546133055061;2;1;243;262
530.708623252657;1;0;244;262
531.2683676496853;2;1;244;262
532.6459859307058;1;0;245;262
532.6799321452411;2;1;245;262
533.0566868336903;2;1;245;263
533.3661588829565;1;0;246;263
535.4121423379238;2;1;246;263
537.1730499849515;2;1;246;264
537.5460346712282;2;1;246;265
539.2375309193559;2;1;246;266
539.4932840389433;2;1;246;267
539.6529098566323;2;1;246;268
539.931836523001;2;1;246;269
540.7623963904033;2;1;246;270
540.8129736528134;2;1;246;271
542.9084558230971;1;0;247;271
542.9375672404949;2;1;247;271
543.1552453567798;1;0;248;271
543.6542743473856;2;1;248;271
543.946265153761;1;0;249;271
543.9996763178298;2;1;249;271
544.0125836237353;2;1;249;272
545.114975227187;1;0;250;272
545.7604982039724;2;1;250;272
546.444681875858;1;0;251;272
546.84222129942;2;1;251;272
547.9605681416693;2;1;251;273
548.5469923563547;1;0;252;273
549.9183162961218;2;1;252;273
554.1787002929866;1;0;253;273
554.371353922359;2;1;253;273
557.0738785571943;1;0;254;273
557.2742635138769;2;1;254;273
557.5135916439722;2;1;254;274
557.5630546176944;1;0;255;274
558.8086896297564;2;1;255;274
558.8490853421808;2;1;255;275
559.0085710872473;2;1;255;276
559.0822506881487;2;1;255;277
559.1619611682003;1;0;256;277
559.3677424944531;2;1;256;277
560.9321300048359;1;0;257;277
560.9993666560903;2;1;257;277
561.3575023257356;2;1;257;278
562.2132075819796;1;0;258;278
563.0155049471543;2;1;258;278
563.1688521946758;2;1;258;279
563.2499836261628;2;1;258;280
563.2712246772654;2;1;258;281
563.2938412799205;2;1;258;282
563.417339619049;2;1;258;283
565.2256410591885;1;0;259;283
565.6533070881748;2;1;259;283
566.4933688390684;1;0;260;283
568.8642718770425;2;1;260;283
568.8746029048906;1;0;261;283
568.9862817174186;2;1;261;283
569.809567051773;1;0;262;283
570.6277781738584;2;1;262;283
570.6647512950306;2;1;262;284
572.4145621665441;1;0;263;284
573.7043312240947;2;1;263;284
575.4692635492139;1;0;264;284
575.7334569951674;2;1;264;284
576.8208886346459;2;1;264;285
578.613717166641;2;1;264;286
578.7562132901443;1;0;265;286
579.3954847186124;2;1;265;286
579.5862042214417;1;0;266;286
579.972029087485;2;1;266;286
580.0034649258303;2;1;266;287
581.9258811958068;2;1;266;288
583.7317267757735;1;0;267;288
583.8948770211534;2;1;267;288
586.5272845086758;1;0;268;288
587.120758612738;2;1;268;288
588.351162546057;1;0;269;288
588.5662516963502;2;1;269;288
589.438430693342;2;1;269;289
589.9904771850947;1;0;270;289
590.071449235776;2;1;270;289
590.879082983385;1;0;271;289
591.6970443084292;2;1;271;289
592.4069668468318;2;1;271;290
592.4285924736888;2;1;271;291
592.7616858230051;1;0;272;291
593.1579479283514;2;1;272;291
593.3409696861371;2;1;272;292
594.6081102094669;2;1;272;293
596.700605007968;2;1;272;294
597.137937206021;1;0;273;294
598.1797057430779;2;1;273;294
598.6011529265246;2;1;273;295
599.2667559423426;1;0;274;295
599.4198462277966;2;1;274;295
599.9811915841332;2;1;274;296
600.1662505703375;2;1;274;297
600.2471329804772;2;1;274;298
601.1525655844634;2;1;274;299
601.3986205779793;2;1;274;300
603.0568972618627;2;1;274;301
603.1671725993881;1;0;275;301
603.2038498860672;2;1;275;301
603.8601911873934;1;0;276;301
603.9945207484739;2;1;276;301
604.177803052412;2;1;276;302
606.196261128409;1;0;277;302
607.5421392210433;2;1;277;302
607.7139475747246;2;1;277;303
608.9754506278786;1;0;278;303
609.2373616771623;2;1;278;303
609.2671211452786;1;0;279;303
614.0016950321537;2;1;279;303
614.79655023279;1;0;280;303
615.5743566605787;2;1;280;303
617.8666675032536;1;0;281;303
620.9161210604686;2;1;281;303
621.6606788754704;1;0;282;303
622.305361383645;2;1;282;303
622.4021630050161;2;1;282;304
622.8828752671984;1;0;283;304
622.9621803232335;2;1;283;304
623.4603727854789;1;0;284;304
623.8159434221138;2;1;284;304
624.1269346360828;1;0;285;304
624.3730894953673;2;1;285;304
